"","checking_status0<=X<200","checking_status>=200","checking_statusno checking","duration","credit_historyall paid","credit_historyexisting paid","credit_historydelayed previously","credit_historycritical/other existing credit","purposeused car","purposefurniture/equipment","purposeradio/tv","purposeeducation","purposebusiness","purposeother","log_credit_amount","savings_status100<=X<500","savings_status500<=X<1000","savings_status>=1000","savings_statusno known savings","employment<1","employment1<=X<4","employment4<=X<7","employment>=7","installment_commitment","personal_statusfemale div/dep/mar","personal_statusmale single","personal_statusmale mar/wid","other_partiesco applicant","other_partiesguarantor","residence_since","property_magnitudelife insurance","property_magnitudecar","property_magnitudeno known property","age","other_payment_plansstores","other_payment_plansnone","housingown","housingfor free","existing_credits","jobunskilled resident","jobskilled","jobhigh qualif/self emp/mgmt","num_dependents","own_telephoneyes"
"590",0,0,1,0.558823529411765,0,0,0,1,0,1,0,0,0,0,0.647224952764443,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.303571428571429,0,1,1,0,0.333333333333333,0,1,0,0,1
"591",1,0,0,0.470588235294118,0,0,0,0,0,0,0,0,1,0,0.47806642375223,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.75,0,1,0,1,0,0,0,1,0,1
"592",0,0,1,0.0735294117647059,0,1,0,0,0,0,0,1,0,0,0.634817185885487,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.803571428571429,0,1,1,0,0,1,0,0,0,0
"593",0,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.624137124846877,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,1,0,1,0,0.160714285714286,0,1,1,0,0,0,1,0,0,0
"595",1,0,0,0.161764705882353,0,1,0,0,0,0,1,0,0,0,0.407844743245129,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0714285714285714,0,1,1,0,0,0,1,0,0,0
"596",0,0,1,0.0735294117647059,0,1,0,0,0,1,0,0,0,0,0.481259530073486,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,1,0,0.333333333333333,0,1,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0
"597",1,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.393050243778623,0,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0,0,1,0,1,0,0.107142857142857,0,1,1,0,0,1,0,0,0,1
"599",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.396626864543952,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.160714285714286,0,1,1,0,0,0,1,0,0,0
"600",0,0,1,0.823529411764706,0,0,1,0,0,0,1,0,0,0,0.962094529802793,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,1,0,1,0,0.0357142857142857,0,1,1,0,0.333333333333333,0,1,0,0,1
"601",0,0,1,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.415605412449184,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.666666666666667,0,1,0,0.267857142857143,0,1,1,0,0,0,1,0,1,0
"602",1,0,0,0.647058823529412,0,0,0,0,0,0,0,0,1,0,0.943029856382751,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.107142857142857,0,1,1,0,0,0,1,0,0,1
"603",0,0,0,0.558823529411765,0,0,1,0,0,0,1,0,0,0,0.665370144432936,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0.333333333333333,1,0,0,0.125,0,0,1,0,0.333333333333333,0,1,0,1,1
"604",0,0,0,0.205882352941176,0,1,0,0,0,0,0,1,0,0,0.255494288508029,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.142857142857143,0,1,1,0,0,0,0,0,0,0
"608",0,0,0,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.469207044426347,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.232142857142857,0,1,1,0,0.333333333333333,0,0,1,0,1
"609",0,0,1,0.470588235294118,0,0,1,0,0,0,0,0,1,0,0.805412612161063,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0.142857142857143,0,1,0,0,0.333333333333333,0,1,0,0,1
"611",0,0,1,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.398310875693563,0,1,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0.333333333333333,1,0,0,0.125,0,1,1,0,0,0,1,0,0,0
"612",0,1,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.309733516111243,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.666666666666667,0,0,1,0.339285714285714,0,0,0,1,0,0,1,0,1,0
"613",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.591516377441374,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.125,0,1,1,0,0,0,1,0,0,1
"614",0,0,0,0.117647058823529,0,1,0,0,0,0,0,1,0,0,0.234071871843872,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.375,0,1,0,0,0,1,0,0,1,0
"615",0,0,0,0.647058823529412,0,1,0,0,0,0,0,1,0,0,0.790240216140564,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.553571428571429,0,1,0,1,0,0,0,1,0,1
"616",1,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.474345369591121,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.321428571428571,0,1,1,0,0,1,0,0,0,0
"617",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.516403154538144,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0.464285714285714,0,1,1,0,0,0,1,0,0,0
"618",1,0,0,0.470588235294118,0,0,1,0,0,0,0,0,0,0,0.808481430237447,1,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,0,1,0,0.410714285714286,0,1,1,0,1,0,0,1,0,1
"619",0,0,1,0.294117647058824,0,0,0,1,1,0,0,0,0,0,0.520705329155128,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.666666666666667,0,1,0,0.285714285714286,0,1,1,0,0.333333333333333,0,1,0,0,1
"620",0,0,0,0.147058823529412,0,1,0,0,0,0,0,0,0,0,0.643220685723963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0535714285714286,0,1,0,1,0,0,1,0,0,0
"621",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.29477348813875,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.392857142857143,0,0,1,0,0,1,0,0,1,0
"622",0,0,1,0.647058823529412,0,1,0,0,0,0,1,0,0,0,0.862995591939358,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.666666666666667,0,1,0,0.321428571428571,1,0,1,0,0,0,1,0,0,1
"623",1,0,0,0.382352941176471,0,0,0,0,0,0,0,0,1,0,0.657302386850158,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0,0,1,0,0.160714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"624",0,0,1,0.338235294117647,0,1,0,0,0,0,0,0,0,1,0.705363806479102,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.517857142857143,0,1,1,0,1,0,1,0,1,1
"625",1,0,0,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.752678768367698,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,0,0,0,1,0.392857142857143,0,1,1,0,0,0,1,0,0,1
"626",0,1,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.382876273379475,0,0,0,0,0,1,0,0,0.666666666666667,0,0,1,0,0,1,0,0,0,0.0714285714285714,0,1,0,0,0,0,1,0,0,0
"627",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.297895158144414,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.333333333333333,0,1,0,0.0714285714285714,0,1,1,0,0,0,1,0,0,0
"628",0,0,1,0.25,0,1,0,0,0,1,0,0,0,0,0.510056467858121,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,0,0,0.553571428571429,0,1,1,0,0.333333333333333,0,1,0,0,0
"630",0,1,0,0.0294117647058824,0,0,0,1,0,0,0,1,0,0,0.33307917179354,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0.553571428571429,0,1,1,0,0,1,0,0,0,0
"632",1,0,0,0.382352941176471,1,0,0,0,0,1,0,0,0,0,0.613475674048578,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.267857142857143,1,0,1,0,0,0,1,0,1,1
"633",0,0,1,0.647058823529412,1,0,0,0,0,0,0,0,1,0,0.620873731884035,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.142857142857143,1,0,1,0,0,0,1,0,0,0
"634",0,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.689270745509583,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,1,0,1,1,0,0,0.428571428571429,0,1,0,0,0.333333333333333,0,1,0,0,1
"636",0,1,0,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.579206310867532,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.5,0,1,1,0,0,0,1,0,0,0
"637",0,0,1,0.294117647058824,0,0,0,1,0,0,0,0,1,0,0.652740040597425,1,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.666666666666667,1,0,0,0.142857142857143,0,1,1,0,0.333333333333333,1,0,0,0,1
"638",0,0,1,0.470588235294118,0,1,0,0,0,0,0,0,1,0,0.728869642413053,1,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.214285714285714,0,1,1,0,0.333333333333333,0,1,0,0,1
"639",0,0,1,0.823529411764706,0,1,0,0,0,0,0,0,0,0,0.866248877262316,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,1,0,0,0.410714285714286,0,1,1,0,0,0,0,1,0,1
"641",0,0,1,0.25,0,0,1,0,0,0,0,0,1,0,0.542816674949053,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.392857142857143,0,0,1,0,0,1,0,0,1,0
"642",0,0,1,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.673732786494757,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0.125,0,1,0,0,0,0,0,1,0,1
"643",0,0,1,0.294117647058824,0,0,0,1,0,1,0,0,0,0,0.703564486682686,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.25,0,1,1,0,0,0,1,0,0,1
"644",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.72283835162145,1,0,0,0,0,1,0,0,0.333333333333333,0,0,1,0,0,0.333333333333333,0,1,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,0
"645",0,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.524442117836083,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.803571428571429,0,0,0,0,0,1,0,0,0,0
"648",0,0,1,0.0294117647058824,0,1,0,0,0,0,0,1,0,0,0.422511391058731,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,1,0.660714285714286,0,1,1,0,0,0,1,0,0,0
"649",0,0,1,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.513966876401926,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.321428571428571,0,1,0,1,0,0,1,0,0,1
"650",0,0,1,0.161764705882353,0,0,1,0,0,0,1,0,0,0,0.413257082934183,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.666666666666667,0,0,0,0.25,0,0,1,0,0.333333333333333,0,1,0,0,0
"651",0,0,1,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.701432341950392,0,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0,0,0.666666666666667,0,0,1,0.5,0,1,0,1,0.666666666666667,0,1,0,0,1
"652",1,0,0,0.470588235294118,0,0,1,0,0,0,0,0,1,0,0.854539584277196,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0.214285714285714,0,1,1,0,0.333333333333333,1,0,0,1,1
"653",0,0,1,0.823529411764706,0,1,0,0,0,0,0,0,0,0,0.758669961474962,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.267857142857143,0,1,0,1,0,0,1,0,1,1
"654",0,1,0,0.0882352941176471,0,0,0,1,0,0,1,0,0,0,0.391673121036134,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,1
"655",1,0,0,0.470588235294118,0,0,1,0,0,0,0,0,0,0,0.566940517741702,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.666666666666667,0,0,1,0.196428571428571,0,1,0,1,0,0,1,0,0,0
"656",0,0,1,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.557910303830924,1,0,0,0,0,0,0,1,0.666666666666667,0,1,0,1,0,1,0,1,0,0.285714285714286,0,1,1,0,0,0,1,0,0,1
"657",0,0,1,0.470588235294118,0,1,0,0,0,0,0,1,0,0,0.461536050895949,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.321428571428571,1,0,0,1,0,0,1,0,0,1
"658",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.623564549448302,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0.214285714285714,0,1,1,0,0,0,1,0,1,0
"659",0,0,0,0.161764705882353,0,0,0,1,0,1,0,0,0,0,0.316509964166746,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,0,0,0.666666666666667,1,0,0,0.107142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"660",1,0,0,0.161764705882353,0,1,0,0,0,0,0,0,0,1,0.547368962730412,1,0,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0.333333333333333,0,0,0,0.107142857142857,0,1,1,0,0,1,0,0,0,0
"661",1,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.569687014199575,1,0,0,0,1,0,0,0,0.333333333333333,0,1,0,0,0,0,0,1,0,0.178571428571429,0,1,1,0,0,0,1,0,0,0
"662",0,0,0,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.683090815540681,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.666666666666667,0,0,0,0.446428571428571,0,1,1,0,0.333333333333333,1,0,0,1,0
"663",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.514476543324255,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.160714285714286,0,1,1,0,0,0,1,0,0,1
"664",0,0,1,0.0294117647058824,0,1,0,0,1,0,0,0,0,0,0.371672988960143,0,1,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,1,1,0,0,0.553571428571429,0,1,0,0,0,0,1,0,0,0
"665",1,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.345196714153996,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.666666666666667,0,0,0,0.178571428571429,0,1,1,0,0.333333333333333,0,1,0,0,0
"667",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.4590941066317,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.0892857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"668",0,0,1,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.564736132293263,0,1,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,1,1,0,0,0.607142857142857,0,1,1,0,0,0,1,0,0,0
"669",0,0,1,0.470588235294118,0,1,0,0,0,0,1,0,0,0,0.525415584822877,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.107142857142857,0,1,1,0,0,0,1,0,0,0
"671",0,0,1,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.349375818947031,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.178571428571429,0,1,0,0,0,1,0,0,0,0
"672",0,0,0,0.647058823529412,0,0,0,1,1,0,0,0,0,0,0.751579360756493,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.482142857142857,0,1,0,1,0.333333333333333,0,1,0,0,1
"673",0,1,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.39679581545845,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.333333333333333,0,0,1,0.5,0,1,0,1,0,0,1,0,0,1
"674",1,0,0,0.382352941176471,0,0,1,0,0,0,0,0,1,0,0.535770221644479,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,1,0,0,0.392857142857143,1,0,1,0,0.333333333333333,0,1,0,0,0
"675",1,0,0,0.338235294117647,0,1,0,0,0,0,0,0,1,0,0.538081519972898,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.232142857142857,0,1,1,0,0,0,1,0,1,1
"677",1,0,0,0.647058823529412,0,1,0,0,0,0,0,0,0,0,0.759842808841668,1,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0.333333333333333,1,0,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,0
"678",1,0,0,0.117647058823529,0,0,0,0,0,1,0,0,0,0,0.575476553567616,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.666666666666667,1,0,0,0.107142857142857,0,1,0,0,0.333333333333333,0,1,0,0,0
"679",1,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.365958673871153,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.107142857142857,0,1,1,0,0,0,1,0,0,0
"680",0,0,1,0.470588235294118,0,1,0,0,1,0,0,0,0,0,0.80982928078361,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.333333333333333,1,0,0,0.196428571428571,0,0,1,0,0,0,1,0,0,0
"681",1,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.496928415899068,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.321428571428571,0,1,1,0,0,1,0,0,1,0
"682",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.214577066159272,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.666666666666667,1,0,0,0.232142857142857,0,0,1,0,0.333333333333333,0,0,1,0,1
"683",0,0,0,0.0294117647058824,1,0,0,0,0,0,0,1,0,0,0.364410841711036,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.285714285714286,0,1,0,1,0,0,1,0,0,0
"684",0,0,1,0.25,0,1,0,0,1,0,0,0,0,0,0.533247945489854,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.482142857142857,0,1,1,0,0,0,0,1,0,1
"685",0,0,0,0.0735294117647059,0,0,0,1,0,0,1,0,0,0,0.352461590759156,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.107142857142857,0,1,1,0,0.333333333333333,1,0,0,0,0
"686",1,0,0,0.823529411764706,0,1,0,0,0,0,0,0,0,0,0.936587585343897,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.333333333333333,0,0,1,0.142857142857143,0,1,1,0,0,0,0,1,0,1
"687",0,0,1,0.382352941176471,0,0,0,1,1,0,0,0,0,0,0.793943493812188,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.785714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"688",0,0,1,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.583785932240841,0,0,0,1,0,0,0,1,0.666666666666667,0,1,0,0,0,0.333333333333333,0,1,0,0.375,0,1,1,0,0.333333333333333,0,1,0,1,1
"689",0,0,1,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.417467150932744,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,0,1,0.232142857142857,0,1,0,1,0,0,0,1,0,1
"690",0,1,0,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.589091166498843,0,0,0,1,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,1,0,0.214285714285714,0,1,1,0,0.333333333333333,0,1,0,0,1
"691",0,0,1,0.0441176470588235,0,0,0,1,0,0,1,0,0,0,0.249208475494377,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.333333333333333,1,0,0,0.482142857142857,0,1,0,0,0.333333333333333,1,0,0,0,1
"692",1,0,0,0.235294117647059,0,0,0,0,1,0,0,0,0,0,0.744758028890682,1,0,0,0,0,0,0,1,0.666666666666667,0,0,1,0,0,1,0,1,0,0.214285714285714,0,0,1,0,0.333333333333333,0,1,0,0,1
"694",1,0,0,0.0294117647058824,1,0,0,0,0,0,0,1,0,0,0.127740322266809,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.333333333333333,1,0,0,0.0892857142857143,0,0,0,0,0,0,1,0,1,0
"695",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.370162847786393,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.333333333333333,0,0,0,0.0892857142857143,0,1,1,0,0,1,0,0,0,0
"696",1,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.267578093382685,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.666666666666667,0,0,0,0.839285714285714,0,1,1,0,0,1,0,0,0,0
"697",0,0,1,0.338235294117647,0,1,0,0,0,0,0,0,0,0,0.541913524596194,0,0,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0.666666666666667,0,0,0,0.0357142857142857,0,1,0,0,0,0,1,0,0,0
"699",0,0,1,0.161764705882353,0,0,0,1,0,0,1,0,0,0,0.386258390046424,0,1,0,0,0,1,0,0,0.333333333333333,0,0,1,0,0,0.333333333333333,1,0,0,0.5,0,1,1,0,0.333333333333333,1,0,0,0,0
"700",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.469454318158924,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.107142857142857,0,0,0,0,0.333333333333333,0,1,0,0,0
"701",1,0,0,0.647058823529412,1,0,0,0,0,0,0,0,1,0,0.754680948817119,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.666666666666667,0,0,1,0.714285714285714,0,1,0,0,0,0,1,0,0,0
"702",0,0,0,0.0588235294117647,0,0,0,1,0,0,0,0,0,1,0.357715145186824,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,0,1,0.571428571428571,0,0,0,1,0.333333333333333,0,0,1,1,1
"703",0,1,0,0.294117647058824,0,0,0,1,0,0,0,0,1,0,0.378897684652221,0,0,1,0,0,1,0,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0.303571428571429,0,1,1,0,0.333333333333333,0,1,0,0,1
"704",1,0,0,0.294117647058824,0,0,1,0,0,0,1,0,0,0,0.754209259443072,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.333333333333333,0,1,0,0.25,0,1,1,0,0,0,1,0,0,0
"705",0,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.48208026521574,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,1,0,0,0,0.0357142857142857,0,1,0,0,0,1,0,0,1,0
"706",1,0,0,0.0588235294117647,0,1,0,0,0,0,1,0,0,0,0.258574610674029,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.333333333333333,0,0,0,0.446428571428571,0,1,1,0,0,1,0,0,0,0
"708",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.60562819677929,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.321428571428571,0,1,1,0,0,0,1,0,1,0
"710",1,0,0,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.891602586237527,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.0714285714285714,0,1,0,0,0.333333333333333,0,0,1,0,0
"711",0,0,0,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.665901712489691,1,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,1,0,0.285714285714286,0,1,1,0,0,1,0,0,1,1
"712",0,0,1,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.76686154522575,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0.464285714285714,0,1,1,0,0.333333333333333,0,0,1,1,1
"713",1,0,0,0.558823529411765,0,0,0,1,0,0,0,0,1,0,0.737301297046917,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0.392857142857143,0,0,1,0,0.333333333333333,1,0,0,0,0
"714",1,0,0,0.382352941176471,0,0,0,0,0,0,0,0,1,0,0.660530551726327,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.125,0,1,0,0,0.333333333333333,1,0,0,0,0
"715",0,0,0,0.294117647058824,1,0,0,0,0,0,0,0,0,0,0.518614208495768,1,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,1,0,0.232142857142857,0,0,1,0,0,0,1,0,0,0
"716",1,0,0,0.0882352941176471,1,0,0,0,0,0,1,0,0,0,0.333301187011909,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0714285714285714,1,0,1,0,0,1,0,0,0,0
"717",0,0,1,0.25,0,1,0,0,0,0,1,0,0,0,0.589975990357256,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.666666666666667,1,0,0,0.392857142857143,0,1,1,0,0,0,1,0,0,1
"718",0,0,0,0.294117647058824,1,0,0,0,0,1,0,0,0,0,0.533904500257466,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0535714285714286,1,0,1,0,0,0,1,0,0,1
"719",0,0,0,0.514705882352941,0,0,0,1,0,1,0,0,0,0,0.939094116052029,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.196428571428571,0,1,1,0,0.333333333333333,0,0,1,0,1
"720",0,0,0,0.132352941176471,0,0,0,1,0,0,0,0,1,0,0.458706181731779,0,0,0,0,1,0,0,0,0.666666666666667,0,1,0,0,0,0,1,0,0,0.160714285714286,0,0,1,0,0.333333333333333,1,0,0,0,0
"722",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.378715212360727,0,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0,0,0,0,0,0,0.321428571428571,0,1,1,0,0,1,0,0,0,0
"723",0,0,1,0.25,0,1,0,0,1,0,0,0,0,0,0.70794833845731,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.666666666666667,0,1,0,0.125,0,1,1,0,0,0,1,0,0,0
"724",0,0,0,0.470588235294118,0,1,0,0,0,0,0,1,0,0,0.480906897824605,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.375,0,1,1,0,0,0,0,1,0,1
"725",0,0,1,0.161764705882353,0,1,0,0,1,0,0,0,0,0,0.580129478167409,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.25,0,1,1,0,0,0,1,0,0,0
"726",0,0,0,0.0294117647058824,0,1,0,0,0,1,0,0,0,0,0.125039235880113,0,0,0,0,0,0,0,1,0.333333333333333,1,0,0,0,0,0,1,0,0,0.535714285714286,0,0,1,0,0,0,1,0,0,1
"727",0,0,0,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.31674836595449,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.333333333333333,0,1,0,0.0714285714285714,0,1,1,0,0,1,0,0,0,0
